409273	-	1,0,0,0
409278	+	1,0,0,0
411732	-	0,1,0,0
411807	-	0,1,0,0
416199	-	1,0,0,0
415428	+	1,0,0,0
416326	+	0,1,0,0
418644	+	1,0,0,0
419921	+	0,0,1,0
421711	+	1,0,0,0
424351	-	1,0,0,0
424210	+	1,0,0,0
425280	+	0,0,1,0
425679	+	0,0,1,0
426001	+	0,0,1,0
426340	+	0,0,1,0
431315	-	0,1,0,0
431408	-	1,0,0,0
432099	-	1,0,0,0
432200	+	1,0,0,0
437388	-	0,1,0,0
437530	-	0,1,0,0
440769	-	1,0,0,0
437387	+	0,0,0,1
440694	+	1,0,0,0
443783	-	1,0,0,0
443641	+	1,0,0,0
443795	+	0,1,0,0
443828	+	0,1,0,0
443883	+	0,1,0,0
450876	-	1,0,0,0
453432	-	1,0,0,0
453576	+	1,0,0,0
453658	+	0,1,0,0
454218	+	1,0,0,0
455802	+	1,0,0,0
456561	+	0,1,0,0
458038	+	0,1,0,0
460556	+	0,1,0,0
463573	+	1,0,0,0
464784	-	0,1,0,0
466571	-	1,0,0,0
474424	-	1,0,0,0
474531	+	1,0,0,0
475647	+	1,0,0,0
475841	+	1,0,0,0
477865	-	1,0,0,0
478511	-	0,1,0,0
479167	-	0,1,0,0
479649	-	0,0,1,0
479724	-	0,0,1,0
480018	-	0,1,0,0
480104	-	1,0,0,0
485309	-	1,0,0,0
484951	+	1,0,0,0
485715	+	1,0,0,0
489256	-	0,0,1,0
490111	-	1,0,0,0
490084	+	1,0,0,0
490535	+	0,1,0,0
491281	+	0,1,0,0
493102	+	0,0,1,0
494301	+	0,0,1,0
496358	+	0,1,0,0
497256	+	0,1,0,0
499322	+	1,0,0,0
502518	-	1,0,0,0
504108	+	1,0,0,0
507320	-	1,0,0,0
506429	+	1,0,0,0
507407	+	1,0,0,0
510635	-	1,0,0,0
510798	+	1,0,0,0
512926	+	0,0,1,0
512964	+	0,0,1,0
515048	-	1,0,0,0
515117	+	1,0,0,0
519178	-	1,0,0,0
518389	+	1,0,0,0
518614	+	0,1,0,0
531501	-	1,0,0,0
531627	+	1,0,0,0
544089	-	0,0,1,0
552365	-	0,1,0,0
553780	-	1,0,0,0
553801	+	1,0,0,0
557003	-	1,0,0,0
565303	-	1,0,0,0
576093	-	1,0,0,0
576082	+	1,0,0,0
577166	-	0,0,0,1
578143	-	1,0,0,0
581992	-	0,0,1,0
582039	-	1,0,0,0
582820	+	1,0,0,0
584886	-	1,0,0,0
594683	-	1,0,0,0
601153	+	1,0,0,0
603907	-	0,1,0,0
604675	-	0,1,0,0
605424	-	0,1,0,0
606630	-	1,0,0,0
611861	-	1,0,0,0
629080	+	1,0,0,0
632745	-	1,0,0,0
632781	+	1,0,0,0
638003	-	1,0,0,0
637853	+	1,0,0,0
637914	+	0,1,0,0
638105	+	0,1,0,0
641125	-	1,0,0,0
641148	+	1,0,0,0
644256	-	0,1,0,0
644493	-	1,0,0,0
656439	+	1,0,0,0
656473	+	0,1,0,0
657220	-	1,0,0,0
657188	+	1,0,0,0
658097	+	0,1,0,0
659513	-	1,0,0,0
661534	-	1,0,0,0
664554	-	0,1,0,0
668294	-	0,1,0,0
674067	-	0,1,0,0
674198	-	1,0,0,0
674217	+	1,0,0,0
687109	-	1,0,0,0
694214	-	0,1,0,0
694241	-	1,0,0,0
694236	+	1,0,0,0
698444	-	1,0,0,0
701230	-	0,1,0,0
702928	-	1,0,0,0
703064	+	1,0,0,0
705287	+	1,0,0,0
710051	-	0,1,0,0
710744	-	0,1,0,0
711173	-	1,0,0,0
712222	-	1,0,0,0
712075	+	1,0,0,0
723632	-	0,1,0,0
723961	-	0,0,1,0
728060	-	1,0,0,0
728296	+	1,0,0,0
732683	+	1,0,0,0
738204	+	1,0,0,0
741891	-	1,0,0,0
741938	+	1,0,0,0
754018	-	1,0,0,0
754179	+	1,0,0,0
757822	+	0,1,0,0
765121	-	1,0,0,0
770394	+	1,0,0,0
770593	+	0,1,0,0
773935	+	1,0,0,0
776935	+	0,1,0,0
779735	+	0,1,0,0
781227	+	1,0,0,0
781831	+	0,0,1,0
784684	-	1,0,0,0
784816	+	1,0,0,0
786892	-	0,1,0,0
791308	-	1,0,0,0
793036	-	0,1,0,0
793872	-	1,0,0,0
793804	+	1,0,0,0
794286	+	0,1,0,0
797680	-	1,0,0,0
797507	+	1,0,0,0
797779	+	0,1,0,0
806546	-	1,0,0,0
807151	-	0,1,0,0
808512	-	1,0,0,0
808525	+	1,0,0,0
815893	-	1,0,0,0
816138	+	1,0,0,0
819082	+	1,0,0,0
819097	+	0,1,0,0
819905	+	1,0,0,0
823746	-	1,0,0,0
820773	+	0,0,0,1
823825	+	1,0,0,0
829893	-	1,0,0,0
830007	+	1,0,0,0
831852	-	1,0,0,0
832279	+	1,0,0,0
835542	+	1,0,0,0
837775	-	1,0,0,0
841310	-	1,0,0,0
841536	+	1,0,0,0
847420	-	1,0,0,0
848173	-	1,0,0,0
849352	+	1,0,0,0
849436	+	0,1,0,0
849641	+	0,1,0,0
852269	-	1,0,0,0
852361	+	1,0,0,0
855022	-	1,0,0,0
855157	+	1,0,0,0
859687	-	0,0,1,0
862838	+	1,0,0,0
865678	-	1,0,0,0
865722	+	1,0,0,0
865757	+	0,1,0,0
877291	-	1,0,0,0
877441	+	1,0,0,0
877946	+	0,1,0,0
879741	-	1,0,0,0
879842	+	1,0,0,0
879929	+	0,1,0,0
882727	-	1,0,0,0
882794	+	1,0,0,0
886587	-	1,0,0,0
886625	+	1,0,0,0
887280	-	0,1,0,0
889215	-	1,0,0,0
889176	+	1,0,0,0
890002	-	0,1,0,0
890035	-	1,0,0,0
890116	+	1,0,0,0
892860	+	1,0,0,0
897718	+	0,1,0,0
899848	-	1,0,0,0
903065	-	1,0,0,0
903744	-	1,0,0,0
903741	+	1,0,0,0
903783	+	0,1,0,0
910298	-	1,0,0,0
913360	-	0,0,1,0
914117	-	1,0,0,0
913860	+	0,0,0,1
915453	-	1,0,0,0
915455	+	1,0,0,0
918080	-	0,0,1,0
918347	-	1,0,0,0
917961	+	1,0,0,0
922055	+	0,1,0,0
922302	+	0,0,1,0
921900	-	1,0,0,0
925232	-	0,1,0,0
925701	-	0,1,0,0
925907	-	0,1,0,0
927109	-	0,0,1,0
930220	-	1,0,0,0
931300	-	1,0,0,0
931552	+	1,0,0,0
938472	+	0,0,1,0
940111	+	1,0,0,0
944838	-	1,0,0,0
945085	+	1,0,0,0
946094	+	0,0,1,0
948880	-	1,0,0,0
948868	+	1,0,0,0
950385	-	1,0,0,0
953714	-	0,1,0,0
953725	-	1,0,0,0
955880	-	1,0,0,0
955960	+	1,0,0,0
956802	+	0,1,0,0
960304	+	1,0,0,0
960387	+	0,1,0,0
960942	+	0,0,1,0
961086	+	0,0,1,0
965819	+	1,0,0,0
969868	+	1,0,0,0
970951	+	1,0,0,0
972702	-	1,0,0,0
972732	+	1,0,0,0
973120	+	0,0,1,0
980155	+	1,0,0,0
982245	+	0,1,0,0
984966	-	0,1,0,0
986314	-	1,0,0,0
986499	+	0,0,0,1
988266	-	0,1,0,0
988366	-	0,1,0,0
989636	-	1,0,0,0
989739	+	1,0,0,0
1000214	-	0,0,0,1
1003962	+	1,0,0,0
1005036	+	0,1,0,0
1006847	-	1,0,0,0
1006544	+	1,0,0,0
1006896	+	0,1,0,0
1014874	+	1,0,0,0
1015719	-	0,1,0,0
1016572	-	0,0,1,0
1017546	-	1,0,0,0
1017068	+	1,0,0,0
1017683	+	0,1,0,0
1019409	-	0,1,0,0
1020171	-	1,0,0,0
1019525	+	0,0,0,1
1020307	+	1,0,0,0
1023603	-	1,0,0,0
1023665	+	1,0,0,0
1026263	-	0,1,0,0
1027057	-	1,0,0,0
1026972	+	1,0,0,0
1027151	+	0,1,0,0
1028088	-	0,1,0,0
1029221	-	1,0,0,0
1029186	+	1,0,0,0
1029914	-	1,0,0,0
1030676	-	1,0,0,0
1030940	-	1,0,0,0
1049925	-	1,0,0,0
1050529	+	1,0,0,0
1051170	+	1,0,0,0
1051219	+	0,1,0,0
1057206	-	1,0,0,0
1063051	-	0,1,0,0
1063055	-	1,0,0,0
1064783	+	1,0,0,0
1067122	-	1,0,0,0
1067243	+	1,0,0,0
1073322	+	1,0,0,0
1078144	-	1,0,0,0
1078393	+	1,0,0,0
1078435	+	0,1,0,0
1080521	+	1,0,0,0
1084089	+	1,0,0,0
1084133	+	0,1,0,0
1084165	+	0,1,0,0
1092064	+	1,0,0,0
1096901	-	1,0,0,0
1096982	+	1,0,0,0
1102565	-	1,0,0,0
1103150	+	1,0,0,0
1103460	+	0,0,1,0
1108345	-	1,0,0,0
1108501	+	1,0,0,0
1113435	-	1,0,0,0
1115995	+	1,0,0,0
1119831	-	1,0,0,0
1120251	-	1,0,0,0
1120729	-	1,0,0,0
1121867	-	1,0,0,0
1123303	-	1,0,0,0
1124746	+	1,0,0,0
1143951	-	0,1,0,0
1143984	-	0,1,0,0
1144096	-	1,0,0,0
1144064	+	1,0,0,0
1145923	-	1,0,0,0
1145814	+	1,0,0,0
1145873	+	0,0,1,0
1150277	+	0,0,1,0
1150800	+	0,1,0,0
1148331	-	0,0,0,1
1152505	+	1,0,0,0
1156474	+	0,0,1,0
1156850	+	0,1,0,0
1156966	-	0,0,0,1
1157080	-	0,0,0,1
1161049	+	1,0,0,0
1164168	+	0,0,1,0
1165250	+	1,0,0,0
1168084	-	1,0,0,0
1173214	-	1,0,0,0
1174624	+	1,0,0,0
1177234	+	0,0,1,0
1184883	-	1,0,0,0
1184962	+	1,0,0,0
1187488	-	0,1,0,0
1189730	-	1,0,0,0
1191910	-	0,0,1,0
1193024	-	0,1,0,0
1194150	-	1,0,0,0
1194169	+	1,0,0,0
1194185	+	0,1,0,0
1194232	+	0,1,0,0
1197500	-	1,0,0,0
1197892	+	1,0,0,0
1201407	-	1,0,0,0
1200692	+	1,0,0,0
1202183	-	1,0,0,0
1203044	-	0,0,0,1
1209553	+	1,0,0,0
1212504	-	0,1,0,0
1213335	-	1,0,0,0
1214510	-	0,0,1,0
1214976	+	1,0,0,0
1218098	-	0,0,0,1
1222319	-	1,0,0,0
1222489	+	1,0,0,0
1225362	-	0,1,0,0
1225612	-	1,0,0,0
1225677	+	1,0,0,0
1226746	+	0,1,0,0
1226728	-	1,0,0,0
1228021	+	1,0,0,0
1229688	-	1,0,0,0
1229963	+	1,0,0,0
1232278	-	1,0,0,0
1233987	-	1,0,0,0
1234129	+	1,0,0,0
1236507	-	1,0,0,0
1236733	+	1,0,0,0
1242352	-	1,0,0,0
1242352	+	1,0,0,0
1243902	+	1,0,0,0
1246644	-	1,0,0,0
1250129	-	1,0,0,0
1250230	+	1,0,0,0
1257764	-	1,0,0,0
1257962	+	1,0,0,0
1261399	-	0,0,1,0
1262748	-	0,1,0,0
1262757	-	1,0,0,0
1262535	+	1,0,0,0
1262899	+	0,1,0,0
1266405	+	0,0,1,0
1271118	-	1,0,0,0
1270714	+	1,0,0,0
1271319	+	0,1,0,0
1273108	-	1,0,0,0
1272971	+	1,0,0,0
1277076	-	1,0,0,0
1286888	-	0,1,0,0
1287977	-	0,0,1,0
1288399	-	1,0,0,0
1288330	+	1,0,0,0
1289407	+	0,1,0,0
1290528	+	0,1,0,0
1292180	-	1,0,0,0
1292717	+	1,0,0,0
1297635	-	0,1,0,0
1297890	-	0,1,0,0
1298014	-	1,0,0,0
1298696	+	1,0,0,0
1306695	-	1,0,0,0
1306788	+	1,0,0,0
1308372	-	0,1,0,0
1308915	-	1,0,0,0
1309082	+	1,0,0,0
1311721	-	1,0,0,0
1311895	+	1,0,0,0
1313451	-	0,0,1,0
1314115	-	1,0,0,0
1321368	-	1,0,0,0
1321213	+	1,0,0,0
1321790	+	0,0,1,0
1324817	+	1,0,0,0
1327250	-	1,0,0,0
1327276	+	1,0,0,0
1328737	-	1,0,0,0
1328814	+	1,0,0,0
1328905	+	0,1,0,0
1331786	+	1,0,0,0
1332949	-	0,0,0,1
1333103	+	1,0,0,0
1333115	+	0,1,0,0
1333806	+	1,0,0,0
1337213	-	0,1,0,0
1337257	-	1,0,0,0
1337334	+	1,0,0,0
1338211	+	0,1,0,0
1339895	+	1,0,0,0
1341392	-	1,0,0,0
1342660	-	1,0,0,0
1342329	+	0,0,0,1
1344866	-	1,0,0,0
1343130	+	0,0,0,1
1346964	-	0,1,0,0
1347152	-	0,0,1,0
1349144	-	1,0,0,0
1348076	+	0,0,0,1
1355435	-	0,1,0,0
1355722	-	0,1,0,0
1358990	-	1,0,0,0
1359077	+	1,0,0,0
1365967	-	1,0,0,0
1366064	+	1,0,0,0
1367687	+	0,1,0,0
1382012	-	1,0,0,0
1381943	+	1,0,0,0
1386867	-	1,0,0,0
1388646	-	0,1,0,0
1389921	-	1,0,0,0
1389677	+	1,0,0,0
1391221	+	0,1,0,0
1393996	-	1,0,0,0
1395354	+	1,0,0,0
1396682	-	0,1,0,0
1397575	-	1,0,0,0
1403774	-	0,0,1,0
1403835	-	1,0,0,0
1403979	+	1,0,0,0
1405892	-	1,0,0,0
1405986	+	1,0,0,0
1406052	+	0,1,0,0
1410476	-	1,0,0,0
1418264	-	1,0,0,0
1421745	-	0,0,0,1
1424996	-	0,0,0,1
1432551	+	1,0,0,0
1433664	-	0,1,0,0
1433714	-	1,0,0,0
1438795	-	0,0,1,0
1438868	-	1,0,0,0
1439048	+	1,0,0,0
1439800	-	1,0,0,0
1440974	-	1,0,0,0
1440988	+	1,0,0,0
1445372	-	1,0,0,0
1445368	+	1,0,0,0
1446701	+	0,0,1,0
1461535	+	1,0,0,0
1472214	+	1,0,0,0
1480927	-	1,0,0,0
1481039	+	1,0,0,0
1485192	+	1,0,0,0
1486216	+	1,0,0,0
1488776	-	1,0,0,0
1488901	+	1,0,0,0
1490144	+	0,1,0,0
1490328	-	1,0,0,0
1493139	-	0,1,0,0
1493169	-	1,0,0,0
1493290	+	1,0,0,0
1494794	+	0,1,0,0
1498494	-	1,0,0,0
1498508	+	1,0,0,0
1500453	+	0,1,0,0
1504781	+	1,0,0,0
1507161	-	1,0,0,0
1507300	+	1,0,0,0
1509621	+	1,0,0,0
1515241	-	1,0,0,0
1515637	+	1,0,0,0
1516884	-	0,1,0,0
1516899	-	1,0,0,0
1517024	+	1,0,0,0
1518159	+	0,1,0,0
1521219	+	1,0,0,0
1524117	-	1,0,0,0
1524261	+	1,0,0,0
1531898	-	1,0,0,0
1531017	+	1,0,0,0
1532024	+	1,0,0,0
1533901	-	1,0,0,0
1542169	-	1,0,0,0
1545230	-	1,0,0,0
1550735	-	0,1,0,0
1551922	-	1,0,0,0
1553762	-	1,0,0,0
1554071	-	0,1,0,0
1554362	-	1,0,0,0
1554622	+	1,0,0,0
1561219	-	1,0,0,0
1565318	-	1,0,0,0
1566873	-	1,0,0,0
1570096	-	1,0,0,0
1590503	-	1,0,0,0
1599447	-	1,0,0,0
1599455	+	1,0,0,0
1609942	-	0,1,0,0
1612750	-	1,0,0,0
1616963	-	1,0,0,0
1617118	+	1,0,0,0
1619547	-	1,0,0,0
1620612	+	1,0,0,0
1620937	-	0,1,0,0
1621900	-	0,1,0,0
1622549	-	1,0,0,0
1622582	+	1,0,0,0
1625499	-	1,0,0,0
1625516	+	1,0,0,0
1626351	+	0,1,0,0
1635869	-	1,0,0,0
1639738	-	1,0,0,0
1640445	-	0,1,0,0
1640888	-	1,0,0,0
1639856	+	1,0,0,0
1643002	-	1,0,0,0
1643924	-	1,0,0,0
1644171	+	1,0,0,0
1645142	-	1,0,0,0
1645956	+	1,0,0,0
1650993	+	0,0,0,1
1653730	-	1,0,0,0
1653703	+	1,0,0,0
1653734	+	0,1,0,0
1655730	-	1,0,0,0
1655567	+	1,0,0,0
1657261	-	0,0,0,1
1657330	-	0,0,0,1
1662191	+	1,0,0,0
1663835	-	0,0,0,1
1667964	-	1,0,0,0
1669156	-	1,0,0,0
1669923	-	0,0,0,1
1669941	+	1,0,0,0
1671801	-	1,0,0,0
1676041	-	1,0,0,0
1676031	+	1,0,0,0
1676395	+	0,1,0,0
1678786	+	1,0,0,0
1680083	-	1,0,0,0
1682258	+	1,0,0,0
1686470	-	1,0,0,0
1686576	+	1,0,0,0
1687819	+	0,1,0,0
1695097	-	0,1,0,0
1696145	-	0,1,0,0
1697509	-	1,0,0,0
1697339	+	1,0,0,0
1702354	-	1,0,0,0
1702537	+	1,0,0,0
1703242	+	0,1,0,0
1703769	+	0,1,0,0
1703364	-	0,0,0,1
1710910	-	0,0,0,1
1712377	+	1,0,0,0
1716057	-	0,1,0,0
1717716	-	1,0,0,0
1717776	+	1,0,0,0
1717856	+	0,1,0,0
1718919	-	0,1,0,0
1719315	-	0,1,0,0
1719359	-	1,0,0,0
1722703	-	0,1,0,0
1723678	-	0,0,1,0
1723968	-	1,0,0,0
1724048	+	1,0,0,0
1732212	-	1,0,0,0
1732406	+	1,0,0,0
1733350	+	1,0,0,0
1735608	-	1,0,0,0
1735713	+	1,0,0,0
1737905	+	1,0,0,0
1739226	+	1,0,0,0
1741479	-	0,1,0,0
1741527	-	1,0,0,0
1741401	+	1,0,0,0
1744187	-	1,0,0,0
1744439	+	1,0,0,0
1744698	+	0,1,0,0
1745116	+	1,0,0,0
1753188	-	1,0,0,0
1753494	+	1,0,0,0
1753625	+	0,1,0,0
1755418	-	0,0,0,1
1755408	+	1,0,0,0
1756887	-	0,1,0,0
1762523	-	1,0,0,0
1762792	-	1,0,0,0
1763168	-	1,0,0,0
1766937	-	1,0,0,0
1766761	+	1,0,0,0
1767037	+	0,1,0,0
1772596	+	1,0,0,0
1777639	-	1,0,0,0
1785184	-	1,0,0,0
1785446	+	1,0,0,0
1786409	+	1,0,0,0
1789277	-	1,0,0,0
1790179	-	1,0,0,0
1790782	-	0,1,0,0
1792166	-	0,1,0,0
1793200	-	1,0,0,0
1793744	-	0,0,1,0
1794114	-	0,0,1,0
1797143	-	0,1,0,0
1797325	-	0,1,0,0
1798842	-	0,0,1,0
1800755	-	1,0,0,0
1804193	-	1,0,0,0
1804377	+	1,0,0,0
1805400	+	0,1,0,0
1807345	-	1,0,0,0
1807304	+	1,0,0,0
1807349	+	0,1,0,0
1808907	+	1,0,0,0
1811838	+	1,0,0,0
1811880	+	0,1,0,0
1819749	-	0,1,0,0
1819771	-	1,0,0,0
1820306	-	1,0,0,0
1820453	+	1,0,0,0
1823218	-	0,0,1,0
1823341	-	0,0,1,0
1823712	-	1,0,0,0
1830062	-	1,0,0,0
1830057	+	1,0,0,0
1831939	-	0,0,0,1
1839433	-	1,0,0,0
1840330	+	1,0,0,0
1846725	-	1,0,0,0
1846817	+	1,0,0,0
1848862	+	1,0,0,0
1852909	-	1,0,0,0
1860488	-	1,0,0,0
1860551	+	1,0,0,0
1860622	+	0,1,0,0
1864529	-	1,0,0,0
1864729	+	1,0,0,0
1864772	+	0,1,0,0
1869996	+	1,0,0,0
1873603	-	1,0,0,0
1874762	+	1,0,0,0
1874902	+	0,1,0,0
1875692	+	1,0,0,0
1876807	+	0,0,1,0
1877321	-	1,0,0,0
1879872	-	1,0,0,0
1887830	-	1,0,0,0
1888583	-	0,1,0,0
1889318	-	0,1,0,0
1891278	-	1,0,0,0
1891306	+	1,0,0,0
1891361	+	0,1,0,0
1891890	+	1,0,0,0
1892042	+	0,1,0,0
1893272	-	0,1,0,0
1893674	-	1,0,0,0
1892782	+	1,0,0,0
1894788	+	0,1,0,0
1896408	+	1,0,0,0
1899795	-	1,0,0,0
1899958	+	1,0,0,0
1903487	+	1,0,0,0
1905641	-	0,1,0,0
1905817	-	1,0,0,0
1906590	-	0,1,0,0
1906815	-	1,0,0,0
1906925	+	1,0,0,0
1908162	-	1,0,0,0
1911105	-	0,0,1,0
1913606	-	0,1,0,0
1914189	-	1,0,0,0
1914259	+	1,0,0,0
1918221	+	1,0,0,0
1919752	+	1,0,0,0
1920122	+	0,1,0,0
1921229	-	1,0,0,0
1921089	+	1,0,0,0
1923088	-	1,0,0,0
1923111	+	1,0,0,0
1926744	-	1,0,0,0
1927781	-	1,0,0,0
1928439	-	0,1,0,0
1928800	-	1,0,0,0
1928882	+	1,0,0,0
1931129	-	0,0,1,0
1932711	-	1,0,0,0
1934907	-	0,1,0,0
1935182	-	1,0,0,0
1934396	+	1,0,0,0
1938251	-	1,0,0,0
1940638	-	1,0,0,0
1940615	+	1,0,0,0
1940659	+	0,1,0,0
1943474	-	0,0,1,0
1944031	-	0,1,0,0
1944117	-	1,0,0,0
1948735	-	0,1,0,0
1948844	-	1,0,0,0
1948797	+	1,0,0,0
1950261	+	0,1,0,0
1956770	-	0,0,1,0
1958005	-	1,0,0,0
1958028	+	1,0,0,0
1960389	-	0,0,0,1
1976418	-	1,0,0,0
1977745	+	1,0,0,0
1980463	-	1,0,0,0
1981920	-	0,0,1,0
1984332	-	1,0,0,0
1984772	+	1,0,0,0
1984822	+	0,1,0,0
1986025	-	1,0,0,0
1986678	+	1,0,0,0
1986707	+	0,1,0,0
1987524	-	1,0,0,0
1987680	+	1,0,0,0
1990206	-	0,1,0,0
1993426	-	1,0,0,0
1993793	+	1,0,0,0
1997531	-	0,1,0,0
1998491	-	1,0,0,0
1994905	+	0,0,0,1
2004157	+	1,0,0,0
2006143	-	1,0,0,0
2006265	+	1,0,0,0
2007827	+	1,0,0,0
2022865	-	1,0,0,0
2022952	+	1,0,0,0
2023333	-	1,0,0,0
2027412	-	1,0,0,0
2030364	-	0,1,0,0
2031440	-	0,0,1,0
2032050	+	1,0,0,0
2033656	+	1,0,0,0
2033805	+	0,1,0,0
2036846	-	1,0,0,0
2036963	+	1,0,0,0
2037437	+	0,1,0,0
2039352	-	0,0,0,1
2039365	+	1,0,0,0
2040840	+	0,0,1,0
2041589	-	0,1,0,0
2041633	-	1,0,0,0
2041440	+	1,0,0,0
2041629	+	0,1,0,0
2051591	+	1,0,0,0
2054823	+	1,0,0,0
2056136	-	0,1,0,0
2057713	-	1,0,0,0
2058963	-	1,0,0,0
2057866	+	1,0,0,0
2060253	-	1,0,0,0
2061388	-	1,0,0,0
2063870	-	0,1,0,0
2064010	-	1,0,0,0
2066205	-	0,1,0,0
2066506	-	1,0,0,0
2066009	+	1,0,0,0
2068269	+	1,0,0,0
2076379	+	1,0,0,0
2077697	-	0,0,1,0
2077852	-	0,0,1,0
2079349	-	1,0,0,0
2080748	+	1,0,0,0
2083575	-	1,0,0,0
2085260	-	1,0,0,0
2086512	-	0,0,1,0
2087756	-	1,0,0,0
2087990	+	1,0,0,0
2096354	-	0,1,0,0
2099348	-	1,0,0,0
2111256	-	1,0,0,0
2112375	-	1,0,0,0
2135847	+	1,0,0,0
2135888	+	0,1,0,0
2140302	-	0,1,0,0
2141027	-	1,0,0,0
2141257	+	1,0,0,0
2145677	+	1,0,0,0
2151336	+	1,0,0,0
2151671	+	0,1,0,0
2152028	+	1,0,0,0
2162271	+	0,0,1,0
2163157	+	1,0,0,0
2163301	+	0,0,1,0
2165138	+	0,1,0,0
2165571	-	0,1,0,0
2166370	-	1,0,0,0
2166710	+	1,0,0,0
2175255	-	1,0,0,0
2176651	-	1,0,0,0
2183472	-	0,1,0,0
2183831	-	1,0,0,0
2183889	+	1,0,0,0
2184885	+	1,0,0,0
2184936	+	0,1,0,0
2190864	-	0,1,0,0
2190899	-	1,0,0,0
2192221	-	1,0,0,0
2192292	+	1,0,0,0
2212693	-	1,0,0,0
2212863	+	1,0,0,0
2217544	-	1,0,0,0
2213660	+	1,0,0,0
2220161	-	1,0,0,0
2220177	+	1,0,0,0
2222962	-	0,1,0,0
2223685	-	1,0,0,0
