chrom	scramble_start_pos	scramble_end_pos	mean_group_diff	scrambles	num_scrambles	site_type	tfbs_left	tfbs_right	tf_name	tf_effect	tf_concordance
U00096.2	344486	344496	8.369827639	TSS_1414_storz_regulondb,344476,+_scrambled130-140	1	increased	-1	-1	NA	NA	NA
U00096.2	354103	354113	2.912388205	TSS_1436_storz_regulondb,354108,+_scrambled115-125	1	increased	-1	-1	NA	NA	NA
U00096.2	365652	365682	4.745542238	TSS_1459_storz_regulondb,365567,-_scrambled115-125,TSS_1459_storz_regulondb,365567,-_scrambled120-130,TSS_1459_storz_regulondb,365567,-_scrambled125-135,TSS_1459_storz_regulondb,365567,-_scrambled135-145	4	increased	365639	365659	LacI	-	TRUE
U00096.2	379189	379199	7.14293053	TSS_1493_storz,379124,-_scrambled95-105	1	increased	-1	-1	NA	NA	NA
U00096.2	391079	391089	0.5143963377	TSS_1541_storz,391024,-_scrambled85-95	1	increased	-1	-1	NA	NA	NA
U00096.2	418702	418712	0.7316882806	TSS_1651_regulondb,418712,+_scrambled110-120	1	increased	-1	-1	NA	NA	NA
U00096.2	437346	437356	3.112127601	TSS_1735_storz,437386,+_scrambled80-90	1	increased	-1	-1	NA	NA	NA
U00096.2	455767	455777	1.344079723	TSS_1809_regulondb,455867,+_scrambled20-30	1	increased	-1	-1	NA	NA	NA
U00096.2	458022	458032	9.775666268	TSS_1824_regulondb,458027,+_scrambled115-125	1	increased	-1	-1	NA	NA	NA
U00096.2	460525	460540	7.650444961	TSS_1833_storz_wanner_regulondb,460556,+_scrambled90-100,TSS_1834_regulondb,460615,+_scrambled30-40,TSS_1834_regulondb,460615,+_scrambled35-45	3	increased	-1	-1	NA	NA	NA
U00096.2	485678	485688	2.28821057	TSS_1941_storz,485713,+_scrambled85-95	1	increased	-1	-1	NA	NA	NA
U00096.2	490535	490545	1.578832156	TSS_1960_storz,490530,+_scrambled125-135	1	increased	-1	-1	NA	NA	NA
U00096.2	497215	497225	8.018190367	TSS_1984_regulondb,497255,+_scrambled80-90	1	increased	497214	497230	OxyR	+	FALSE
U00096.2	500521	500536	1.723082068	TSS_1997_storz,500461,-_scrambled90-100,TSS_1997_storz,500461,-_scrambled95-105	2	increased	-1	-1	NA	NA	NA
U00096.2	526382	526392	4.048083732	TSS_2065_storz,526492,+_scrambled10-20_flipped	1	increased	-1	-1	NA	NA	NA
U00096.2	527550	527560	5.683719685	TSS_2067_storz,527510,-_scrambled70-80	1	increased	-1	-1	NA	NA	NA
U00096.2	559063	559073	2.51431425	TSS_2144_storz,559003,-_scrambled90-100_flipped	1	increased	-1	-1	NA	NA	NA
U00096.2	568223	568233	7.386268509	TSS_2176_storz,568278,+_scrambled65-75_flipped	1	increased	-1	-1	NA	NA	NA
U00096.2	569934	569944	1.26864171	TSS_2178_storz,570029,+_scrambled25-35	1	increased	-1	-1	NA	NA	NA
U00096.2	570876	570886	1.238637569	TSS_2183_storz,570856,+_scrambled140-150	1	increased	-1	-1	NA	NA	NA
U00096.2	578921	578931	3.466397035	TSS_2215_storz,578931,+_scrambled110-120	1	increased	-1	-1	NA	NA	NA
U00096.2	582022	582032	1.29649055	TSS_2227_wanner,581992,-_scrambled60-70_flipped	1	increased	-1	-1	NA	NA	NA
U00096.2	584912	584922	1.115072741	TSS_2243_storz,584967,+_scrambled65-75	1	increased	-1	-1	NA	NA	NA
U00096.2	601122	601132	1.220236464	TSS_2315_storz_regulondb,601152,+_scrambled90-100_flipped	1	increased	-1	-1	NA	NA	NA
U00096.2	611906	611916	1.650061056	TSS_2359_wanner,611861,-_scrambled75-85	1	increased	611892	611910	Fur	-	TRUE
U00096.2	611906	611916	1.650061056	TSS_2359_wanner,611861,-_scrambled75-85	1	increased	611899	611917	Fur	-	TRUE
U00096.2	611906	611916	1.650061056	TSS_2359_wanner,611861,-_scrambled75-85	1	increased	611902	611916	H-NS	+	FALSE
U00096.2	611921	611931	2.724993581	TSS_2359_wanner,611861,-_scrambled90-100	1	increased	611922	611943	CRP	+	FALSE
U00096.2	611975	611985	0.8030267973	TSS_2360_regulondb,611890,-_scrambled115-125	1	increased	-1	-1	NA	NA	NA
U00096.2	617334	617344	0.8414272043	TSS_2370_storz,617434,+_scrambled20-30	1	increased	-1	-1	NA	NA	NA
U00096.2	621420	621441	2.492406345	TSS_2374_regulondb,621415,-_scrambled35-45,TSS_2374_regulondb,621415,-_scrambled45-55,TSS_2376_storz_regulondb,621476,+_scrambled70-80_flipped,TSS_2378_storz_regulondb,621481,+_scrambled65-75,TSS_2378_storz_regulondb,621481,+_scrambled70-80	5	increased	621422	621440	Fur	-	TRUE
U00096.2	621420	621441	2.492406345	TSS_2374_regulondb,621415,-_scrambled35-45,TSS_2374_regulondb,621415,-_scrambled45-55,TSS_2376_storz_regulondb,621476,+_scrambled70-80_flipped,TSS_2378_storz_regulondb,621481,+_scrambled65-75,TSS_2378_storz_regulondb,621481,+_scrambled70-80	5	increased	621422	621440	Fur	+-	NA
U00096.2	621420	621441	2.492406345	TSS_2374_regulondb,621415,-_scrambled35-45,TSS_2374_regulondb,621415,-_scrambled45-55,TSS_2376_storz_regulondb,621476,+_scrambled70-80_flipped,TSS_2378_storz_regulondb,621481,+_scrambled65-75,TSS_2378_storz_regulondb,621481,+_scrambled70-80	5	increased	621428	621446	Fur	-	TRUE
U00096.2	621420	621441	2.492406345	TSS_2374_regulondb,621415,-_scrambled35-45,TSS_2374_regulondb,621415,-_scrambled45-55,TSS_2376_storz_regulondb,621476,+_scrambled70-80_flipped,TSS_2378_storz_regulondb,621481,+_scrambled65-75,TSS_2378_storz_regulondb,621481,+_scrambled70-80	5	increased	621428	621446	Fur	+-	NA
U00096.2	621420	621441	2.492406345	TSS_2374_regulondb,621415,-_scrambled35-45,TSS_2374_regulondb,621415,-_scrambled45-55,TSS_2376_storz_regulondb,621476,+_scrambled70-80_flipped,TSS_2378_storz_regulondb,621481,+_scrambled65-75,TSS_2378_storz_regulondb,621481,+_scrambled70-80	5	increased	621434	621452	Fur	-	TRUE
U00096.2	621420	621441	2.492406345	TSS_2374_regulondb,621415,-_scrambled35-45,TSS_2374_regulondb,621415,-_scrambled45-55,TSS_2376_storz_regulondb,621476,+_scrambled70-80_flipped,TSS_2378_storz_regulondb,621481,+_scrambled65-75,TSS_2378_storz_regulondb,621481,+_scrambled70-80	5	increased	621434	621452	Fur	+-	NA
U00096.2	624039	624049	3.769593993	TSS_2385_storz_regulondb,624054,+_scrambled105-115	1	increased	-1	-1	NA	NA	NA
U00096.2	624074	624084	1.831450404	TSS_2385_storz_regulondb,624054,+_scrambled140-150	1	increased	624060	624078	Fur	-	TRUE
U00096.2	624074	624084	1.831450404	TSS_2385_storz_regulondb,624054,+_scrambled140-150	1	increased	624063	624081	Fur	-	TRUE
U00096.2	624074	624084	1.831450404	TSS_2385_storz_regulondb,624054,+_scrambled140-150	1	increased	624069	624087	Fur	-	TRUE
U00096.2	624074	624084	1.831450404	TSS_2385_storz_regulondb,624054,+_scrambled140-150	1	increased	624075	624093	Fur	-	TRUE
U00096.2	632720	632735	3.473869802	TSS_2406_storz_regulondb,632780,+_scrambled60-70,TSS_2406_storz_regulondb,632780,+_scrambled65-75	2	increased	-1	-1	NA	NA	NA
U00096.2	632745	632755	1.807121723	TSS_2406_storz_regulondb,632780,+_scrambled85-95	1	increased	-1	-1	NA	NA	NA
U00096.2	632825	632845	1.738239083	TSS_2405_regulondb,632740,-_scrambled115-125,TSS_2405_regulondb,632740,-_scrambled120-130,TSS_2405_regulondb,632740,-_scrambled125-135	3	increased	-1	-1	NA	NA	NA
U00096.2	658064	658079	1.294992922	TSS_2523_regulondb,658094,+_scrambled90-100,TSS_2523_regulondb,658094,+_scrambled95-105	2	increased	-1	-1	NA	NA	NA
U00096.2	660629	660644	2.476899054	TSS_2536_storz,660659,+_scrambled90-100,TSS_2536_storz,660659,+_scrambled95-105	2	increased	-1	-1	NA	NA	NA
U00096.2	660668	660678	4.744888736	TSS_2537_regulondb,660683,-_scrambled15-25	1	increased	-1	-1	NA	NA	NA
U00096.2	660738	660748	2.345909718	TSS_2538_regulondb,660733,-_scrambled35-45	1	increased	-1	-1	NA	NA	NA
U00096.2	660793	660803	1.742056582	TSS_2538_regulondb,660733,-_scrambled90-100	1	increased	-1	-1	NA	NA	NA
U00096.2	660830	660840	8.786247955	TSS_2539_storz,660765,-_scrambled95-105	1	increased	-1	-1	NA	NA	NA
U00096.2	661957	661977	3.098158812	TSS_2544_regulondb,661927,-_scrambled60-70_flipped,TSS_2544_regulondb,661927,-_scrambled65-75,TSS_2544_regulondb,661927,-_scrambled70-80	3	increased	-1	-1	NA	NA	NA
U00096.2	675815	675825	12.04733841	TSS_2608_regulondb,675860,+_scrambled75-85	1	increased	-1	-1	NA	NA	NA
U00096.2	694274	694284	0.8331171303	TSS_2669_wanner_regulondb,694214,-_scrambled90-100	1	increased	-1	-1	NA	NA	NA
U00096.2	702908	702928	2.351760791	TSS_2718_regulondb,702878,-_scrambled65-75,TSS_2719_wanner,702928,-_scrambled10-20,TSS_2719_wanner,702928,-_scrambled15-25,TSS_2719_wanner,702928,-_scrambled20-30	4	increased	-1	-1	NA	NA	NA
U00096.2	703013	703026	5.359781667	TSS_2719_wanner,702928,-_scrambled115-125,TSS_2720_regulondb,703051,+_scrambled85-95_flipped	2	increased	703021	703043	NagC	-	TRUE
U00096.2	712034	712049	4.127945671	TSS_2760_storz,712067,+_scrambled90-100,TSS_2762_storz_regulondb,712074,+_scrambled80-90,TSS_2763_regulondb,712139,+_scrambled20-30	3	increased	-1	-1	NA	NA	NA
U00096.2	734879	734889	2.942863002	TSS_2820_storz,734924,+_scrambled75-85	1	increased	-1	-1	NA	NA	NA
U00096.2	753963	753973	8.740484715	TSS_2890_regulondb,753893,-_scrambled100-110	1	increased	753963	753977	ArcA	+	FALSE
U00096.2	770475	770485	3.907060516	TSS_2953_regulondb,770525,+_scrambled70-80	1	increased	770477	770494	Cra	+	FALSE
U00096.2	770556	770566	1.258639143	TSS_2954_regulondb,770591,+_scrambled85-95	1	increased	-1	-1	NA	NA	NA
U00096.2	812656	812675	1.650256742	TSS_3136_storz_regulondb,812685,+_scrambled100-110,TSS_3137_regulondb,812716,+_scrambled60-70	2	increased	812655	812674	LexA	-	TRUE
U00096.2	820410	820420	0.3910935486	TSS_3167_storz,820435,+_scrambled95-105	1	increased	-1	-1	NA	NA	NA
U00096.2	852313	852323	1.90127566	TSS_3279_regulondb,852358,+_scrambled75-85	1	increased	852296	852317	MntR	-	TRUE
U00096.2	855099	855109	1.572072366	TSS_3286_regulondb,855009,-_scrambled120-130_flipped	1	increased	-1	-1	NA	NA	NA
U00096.2	858418	858443	1.458024126	TSS_3296_regulondb,858323,-_scrambled125-135,TSS_3296_regulondb,858323,-_scrambled135-145,TSS_3296_regulondb,858323,-_scrambled140-150	3	increased	-1	-1	NA	NA	NA
U00096.2	882772	882782	1.406813731	TSS_3375_storz_regulondb,882872,+_scrambled20-30	1	increased	-1	-1	NA	NA	NA
U00096.2	886569	886579	6.868672934	TSS_3386_storz,886624,+_scrambled65-75_flipped	1	increased	-1	-1	NA	NA	NA
U00096.2	889058	889071	6.507748824	TSS_3399_regulondb,889163,+_scrambled15-25,TSS_3401_wanner,889176,+_scrambled5-15	2	increased	-1	-1	NA	NA	NA
U00096.2	889164	889174	2.368515547	TSS_3400_regulondb,889164,-_scrambled30-40	1	increased	-1	-1	NA	NA	NA
U00096.2	889221	889231	10.54276087	TSS_3398_regulondb,889161,-_scrambled90-100	1	increased	-1	-1	NA	NA	NA
U00096.2	889270	889280	0.6335711505	TSS_3402_wanner,889215,-_scrambled85-95	1	increased	-1	-1	NA	NA	NA
U00096.2	892109	892119	3.311144714	TSS_3418_storz_regulondb,892149,+_scrambled80-90	1	increased	-1	-1	NA	NA	NA
U00096.2	899848	899858	1.555674939	TSS_3437_regulondb,899828,-_scrambled50-60	1	increased	-1	-1	NA	NA	NA
U00096.2	903027	903062	3.49785981	TSS_3452_regulondb,902992,-_scrambled65-75,TSS_3452_regulondb,902992,-_scrambled70-80,TSS_3452_regulondb,902992,-_scrambled80-90,TSS_3452_regulondb,902992,-_scrambled90-100	4	increased	903013	903030	ArgR	-	TRUE
U00096.2	903027	903062	3.49785981	TSS_3452_regulondb,902992,-_scrambled65-75,TSS_3452_regulondb,902992,-_scrambled70-80,TSS_3452_regulondb,902992,-_scrambled80-90,TSS_3452_regulondb,902992,-_scrambled90-100	4	increased	903034	903051	ArgR	-	TRUE
U00096.2	915473	915483	7.346504084	TSS_3496_storz,915523,+_scrambled70-80	1	increased	-1	-1	NA	NA	NA
U00096.2	921979	921989	2.916195001	TSS_3519_storz_regulondb,921899,-_scrambled110-120	1	increased	921972	921993	CRP	+	FALSE
U00096.2	925952	925962	3.621082545	TSS_3550_storz_wanner,925907,-_scrambled75-85	1	increased	-1	-1	NA	NA	NA
U00096.2	945010	945027	1.090829568	TSS_3626_regulondb,945062,+_scrambled75-85,TSS_3627_wanner,945085,+_scrambled45-55	2	increased	-1	-1	NA	NA	NA
U00096.2	945037	945047	7.470336593	TSS_3626_regulondb,945062,+_scrambled95-105	1	increased	-1	-1	NA	NA	NA
U00096.2	945057	945067	2.341374957	TSS_3626_regulondb,945062,+_scrambled115-125	1	increased	-1	-1	NA	NA	NA
U00096.2	954053	954063	0.9282529012	TSS_3693_storz,953983,-_scrambled100-110	1	increased	954054	954069	NarL	-	TRUE
U00096.2	954053	954063	0.9282529012	TSS_3693_storz,953983,-_scrambled100-110	1	increased	954056	954071	NarL	-	TRUE
U00096.2	959436	959446	0.5500382998	TSS_3718_storz_regulondb,959461,+_scrambled95-105	1	increased	-1	-1	NA	NA	NA
U00096.2	982218	982229	2.405231754	TSS_3806_regulondb,982244,+_scrambled95-105,TSS_3807_regulondb,982273,+_scrambled65-75	2	increased	-1	-1	NA	NA	NA
U00096.2	986379	986389	6.545094223	TSS_3842_wanner,986314,-_scrambled95-105	1	increased	986371	986383	IHF	-	TRUE
U00096.2	986379	986389	6.545094223	TSS_3842_wanner,986314,-_scrambled95-105	1	increased	986376	986391	CpxR	-	TRUE
U00096.2	986379	986389	6.545094223	TSS_3842_wanner,986314,-_scrambled95-105	1	increased	986376	986395	OmpR	+-	NA
U00096.2	988331	988341	4.547656316	TSS_3852_wanner,988266,-_scrambled95-105	1	increased	-1	-1	NA	NA	NA
U00096.2	1005068	1005078	4.69532882	TSS_3907_regulondb,1005073,+_scrambled115-125,TSS_3908_regulondb,1005113,+_scrambled75-85	2	increased	-1	-1	NA	NA	NA
U00096.2	1005083	1005098	2.485340329	TSS_3907_regulondb,1005073,+_scrambled130-140,TSS_3907_regulondb,1005073,+_scrambled135-145,TSS_3908_regulondb,1005113,+_scrambled90-100	3	increased	-1	-1	NA	NA	NA
U00096.2	1015735	1015745	6.121507382	TSS_3949_regulondb,1015695,-_scrambled70-80	1	increased	1015732	1015749	FabR	-	TRUE
U00096.2	1015755	1015765	4.407698115	TSS_3949_regulondb,1015695,-_scrambled90-100	1	increased	1015751	1015767	FadR	+	FALSE
U00096.2	1017596	1017606	3.330403127	TSS_3959_wanner,1017546,-_scrambled80-90	1	increased	-1	-1	NA	NA	NA
U00096.2	1023641	1023651	4.432333321	TSS_3996_regulondb,1023661,+_scrambled100-110	1	increased	-1	-1	NA	NA	NA
U00096.2	1049000	1049010	1.884621615	TSS_4063_storz,1049040,+_scrambled80-90	1	increased	-1	-1	NA	NA	NA
U00096.2	1051168	1051178	1.099785025	TSS_4083_storz,1051218,+_scrambled70-80	1	increased	-1	-1	NA	NA	NA
U00096.2	1078401	1078411	0.5971606	TSS_4160_regulondb,1078511,+_scrambled10-20	1	increased	-1	-1	NA	NA	NA
U00096.2	1084097	1084127	2.165665255	TSS_4173_storz,1084132,+_scrambled105-115,TSS_4173_storz,1084132,+_scrambled85-95,TSS_4173_storz,1084132,+_scrambled95-105	3	increased	-1	-1	NA	NA	NA
U00096.2	1092048	1092058	4.667597567	TSS_4192_storz_regulondb,1092063,+_scrambled105-115_flipped	1	increased	-1	-1	NA	NA	NA
U00096.2	1092702	1092712	2.405774897	TSS_4196_storz,1092762,+_scrambled60-70	1	increased	-1	-1	NA	NA	NA
U00096.2	1095122	1095132	2.561141102	TSS_4209_storz,1095132,+_scrambled110-120	1	increased	-1	-1	NA	NA	NA
U00096.2	1099434	1099444	5.617796655	TSS_4237_storz,1099519,+_scrambled35-45	1	increased	1099416	1099437	CRP	+-	NA
U00096.2	1099434	1099444	5.617796655	TSS_4237_storz,1099519,+_scrambled35-45	1	increased	1099439	1099466	CytR	-	TRUE
U00096.2	1104341	1104353	4.680597122	TSS_4253_storz,1104426,+_scrambled35-45,TSS_4254_regulondb,1104448,+_scrambled15-25	2	increased	-1	-1	NA	NA	NA
U00096.2	1108445	1108455	2.014038463	TSS_4275_wanner,1108345,-_scrambled130-140	1	increased	-1	-1	NA	NA	NA
U00096.2	1118374	1118384	0.7638116657	TSS_4314_regulondb,1118294,-_scrambled110-120	1	increased	-1	-1	NA	NA	NA
U00096.2	1120313	1120323	3.716737644	TSS_4321_storz_regulondb,1120243,-_scrambled100-110	1	increased	-1	-1	NA	NA	NA
U00096.2	1120809	1120824	16.51149402	TSS_4325_wanner,1120729,-_scrambled110-120,TSS_4325_wanner,1120729,-_scrambled115-125	2	increased	-1	-1	NA	NA	NA
U00096.2	1145847	1145857	3.937642671	TSS_4408_storz_regulondb,1145872,+_scrambled95-105	1	increased	-1	-1	NA	NA	NA
U00096.2	1150132	1150142	2.716384334	TSS_4441_storz,1150157,+_scrambled95-105	1	increased	-1	-1	NA	NA	NA
U00096.2	1150232	1150242	0.6677041625	TSS_4443_wanner,1150277,+_scrambled75-85	1	increased	-1	-1	NA	NA	NA
U00096.2	1150713	1150723	5.027571497	TSS_4453_regulondb,1150733,+_scrambled100-110	1	increased	-1	-1	NA	NA	NA
U00096.2	1150731	1150741	9.400237612	TSS_4455_regulondb,1150821,+_scrambled30-40_flipped	1	increased	-1	-1	NA	NA	NA
U00096.2	1156854	1156864	0.5811614865	TSS_4479_regulondb,1156849,+_scrambled125-135	1	increased	-1	-1	NA	NA	NA
U00096.2	1165181	1165196	2.992651799	TSS_4515_storz,1165246,+_scrambled55-65,TSS_4515_storz,1165246,+_scrambled60-70	2	increased	1165172	1165188	PdhR	-	TRUE
U00096.2	1165181	1165196	2.992651799	TSS_4515_storz,1165246,+_scrambled55-65,TSS_4515_storz,1165246,+_scrambled60-70	2	increased	1165192	1165204	IHF	-	TRUE
U00096.2	1197540	1197550	4.343442106	TSS_4633_wanner,1197500,-_scrambled70-80_flipped	1	increased	-1	-1	NA	NA	NA
U00096.2	1197938	1197948	3.148488123	TSS_4636_storz,1197873,-_scrambled95-105	1	increased	-1	-1	NA	NA	NA
U00096.2	1200922	1200932	3.819771622	TSS_4653_storz,1200972,+_scrambled70-80	1	increased	-1	-1	NA	NA	NA
U00096.2	1202197	1202212	8.634896831	TSS_4660_regulondb,1202147,-_scrambled80-90,TSS_4660_regulondb,1202147,-_scrambled85-95	2	increased	-1	-1	NA	NA	NA
U00096.2	1202224	1202234	0.5147416691	TSS_4662_regulondb,1202229,+_scrambled115-125	1	increased	-1	-1	NA	NA	NA
U00096.2	1203109	1203119	5.243701964	TSS_4668_storz_wanner,1203044,-_scrambled95-105	1	increased	-1	-1	NA	NA	NA
U00096.2	1214861	1214871	2.070963397	TSS_4704_regulondb,1214836,-_scrambled55-65	1	increased	-1	-1	NA	NA	NA
U00096.2	1214935	1214945	8.814063318	TSS_4705_regulondb,1214975,+_scrambled80-90	1	increased	1214936	1214945	RcdA	+	FALSE
U00096.2	1219096	1219106	2.062697898	TSS_4725_storz,1219131,+_scrambled85-95	1	increased	-1	-1	NA	NA	NA
U00096.2	1225322	1225332	8.564041958	TSS_4753_storz_regulondb,1225387,+_scrambled55-65	1	increased	-1	-1	NA	NA	NA
